Time,Activity
2017-11-07 10:40:00,330.0
2017-11-07 10:40:30,149.0
2017-11-07 10:41:00,70.0
2017-11-07 10:41:30,84.0
2017-11-07 10:42:00,56.0
2017-11-07 10:42:30,42.0
2017-11-07 10:43:00,198.0
2017-11-07 10:43:30,523.0
2017-11-07 10:44:00,416.0
2017-11-07 10:44:30,288.0
2017-11-07 10:45:00,389.0
2017-11-07 10:45:30,389.0
2017-11-07 10:46:00,402.0
2017-11-07 10:46:30,377.0
2017-11-07 10:47:00,505.0
2017-11-07 10:47:30,402.0
2017-11-07 10:48:00,402.0
2017-11-07 10:48:30,352.0
2017-11-07 10:49:00,402.0
2017-11-07 10:49:30,473.0
2017-11-07 10:50:00,352.0
2017-11-07 10:50:30,319.0
2017-11-07 10:51:00,198.0
2017-11-07 10:51:30,2.0
2017-11-07 10:52:00,2.0
2017-11-07 10:52:30,11.0
2017-11-07 10:53:00,191.0
2017-11-07 10:53:30,212.0
2017-11-07 10:54:00,319.0
2017-11-07 10:54:30,261.0
2017-11-07 10:55:00,458.0
2017-11-07 10:55:30,594.0
2017-11-07 10:56:00,288.0
2017-11-07 10:56:30,105.0
2017-11-07 10:57:00,244.0
2017-11-07 10:57:30,0.0
2017-11-07 10:58:00,0.0
2017-11-07 10:58:30,0.0
2017-11-07 10:59:00,5.0
2017-11-07 10:59:30,23.0
2017-11-07 11:00:00,112.0
2017-11-07 11:00:30,30.0
2017-11-07 11:01:00,0.0
2017-11-07 11:01:30,0.0
2017-11-07 11:02:00,0.0
2017-11-07 11:02:30,26.0
2017-11-07 11:03:00,0.0
2017-11-07 11:03:30,0.0
2017-11-07 11:04:00,25.0
2017-11-07 11:04:30,70.0
2017-11-07 11:05:00,430.0
2017-11-07 11:05:30,523.0
2017-11-07 11:06:00,594.0
2017-11-07 11:06:30,444.0
2017-11-07 11:07:00,416.0
2017-11-07 11:07:30,402.0
2017-11-07 11:08:00,352.0
2017-11-07 11:08:30,319.0
2017-11-07 11:09:00,298.0
2017-11-07 11:09:30,540.0
2017-11-07 11:10:00,309.0
2017-11-07 11:10:30,133.0
2017-11-07 11:11:00,149.0
2017-11-07 11:11:30,191.0
2017-11-07 11:12:00,160.0
2017-11-07 11:12:30,70.0
2017-11-07 11:13:00,123.0
2017-11-07 11:13:30,98.0
2017-11-07 11:14:00,177.0
2017-11-07 11:14:30,389.0
2017-11-07 11:15:00,47.0
2017-11-07 11:15:30,123.0
2017-11-07 11:16:00,160.0
2017-11-07 11:16:30,112.0
2017-11-07 11:17:00,160.0
2017-11-07 11:17:30,614.0
2017-11-07 11:18:00,212.0
2017-11-07 11:18:30,352.0
2017-11-07 11:19:00,139.0
2017-11-07 11:19:30,212.0
2017-11-07 11:20:00,139.0
2017-11-07 11:20:30,9.0
2017-11-07 11:21:00,56.0
2017-11-07 11:21:30,226.0
2017-11-07 11:22:00,123.0
2017-11-07 11:22:30,112.0
2017-11-07 11:23:00,133.0
2017-11-07 11:23:30,98.0
2017-11-07 11:24:00,98.0
2017-11-07 11:24:30,2.0
2017-11-07 11:25:00,0.0
2017-11-07 11:25:30,160.0
2017-11-07 11:26:00,212.0
2017-11-07 11:26:30,117.0
2017-11-07 11:27:00,226.0
2017-11-07 11:27:30,9.0
2017-11-07 11:28:00,26.0
2017-11-07 11:28:30,88.0
2017-11-07 11:29:00,2.0
2017-11-07 11:29:30,5.0
2017-11-07 11:30:00,14.0
2017-11-07 11:30:30,9.0
2017-11-07 11:31:00,0.0
2017-11-07 11:31:30,35.0
2017-11-07 11:32:00,123.0
2017-11-07 11:32:30,77.0
2017-11-07 11:33:00,105.0
2017-11-07 11:33:30,154.0
2017-11-07 11:34:00,9.0
2017-11-07 11:34:30,42.0
2017-11-07 11:35:00,112.0
2017-11-07 11:35:30,133.0
2017-11-07 11:36:00,117.0
2017-11-07 11:36:30,160.0
2017-11-07 11:37:00,91.0
2017-11-07 11:37:30,558.0
2017-11-07 11:38:00,340.0
2017-11-07 11:38:30,54.0
2017-11-07 11:39:00,49.0
2017-11-07 11:39:30,14.0
2017-11-07 11:40:00,123.0
2017-11-07 11:40:30,95.0
2017-11-07 11:41:00,219.0
2017-11-07 11:41:30,4.0
2017-11-07 11:42:00,9.0
2017-11-07 11:42:30,35.0
2017-11-07 11:43:00,270.0
2017-11-07 11:43:30,319.0
2017-11-07 11:44:00,191.0
2017-11-07 11:44:30,160.0
2017-11-07 11:45:00,49.0
2017-11-07 11:45:30,56.0
2017-11-07 11:46:00,160.0
2017-11-07 11:46:30,0.0
2017-11-07 11:47:00,2.0
2017-11-07 11:47:30,44.0
2017-11-07 11:48:00,21.0
2017-11-07 11:48:30,184.0
2017-11-07 11:49:00,98.0
2017-11-07 11:49:30,5.0
2017-11-07 11:50:00,5.0
