"Actiware Export File  (Version 05.00 )"
"Filename:","C:\Users\memlab\Desktop\Aging_ActigraphReports\30004_10_23_2017_10_20_00_AM_New_Analysis.csv"
"Analysis Name:","New Analysis"
"Subject Identity:","30004"
"Data Collection Start Date:","2017-10-23"
"Data Collection Start Time:","10:20:00"



"-------------------- Epoch-by-Epoch Data -------------------"

"Column Title","Notes"
"------------------","---------"
"Line:","Line Number"
"Date:","Date (start of epoch)"
"Time:","Time (start of epoch)"
"Activity:","Activity (counts)"
"Marker:","1 means Event Marker button was pressed"
"White Light:","White Light"
"Sleep/Wake:","Sleep/Wake Score (0=Sleep; 1=Wake)"
"Interval Status:","Interval Status: Active; Rest; Sleep; or Excluded"

"Line","Date","Time","Activity","Marker","White Light","Sleep/Wake","Interval Status",
"49","2017-10-23","10:44:00","25","0","546.38","1","ACTIVE",
"50","2017-10-23","10:44:30","41","0","663.98","1","ACTIVE",
"51","2017-10-23","10:45:00","0","0","693.38","1","ACTIVE",
"52","2017-10-23","10:45:30","0","0","693.38","1","ACTIVE",
"53","2017-10-23","10:46:00","0","0","708.56","0","ACTIVE",
"54","2017-10-23","10:46:30","69","0","879.93","1","ACTIVE",
"55","2017-10-23","10:47:00","28","0","756.14","1","ACTIVE",
"56","2017-10-23","10:47:30","75","0","899.20","1","ACTIVE",
"57","2017-10-23","10:48:00","59","0","756.14","1","ACTIVE",
"58","2017-10-23","10:48:30","123","0","772.69","1","ACTIVE",
"59","2017-10-23","10:49:00","72","0","806.90","1","ACTIVE",
"60","2017-10-23","10:49:30","2","0","861.08","1","ACTIVE",
"61","2017-10-23","10:50:00","48","0","899.20","1","ACTIVE",
"62","2017-10-23","10:50:30","8","0","939.01","1","ACTIVE",
"63","2017-10-23","10:51:00","56","0","980.59","1","ACTIVE",
"64","2017-10-23","10:51:30","0","0","1116.68","0","ACTIVE",
"65","2017-10-23","10:52:00","20","0","1299.51","1","ACTIVE",
"66","2017-10-23","10:52:30","27","0","1299.51","1","ACTIVE",
"67","2017-10-23","10:53:00","105","0","1141.13","1","ACTIVE",
"68","2017-10-23","10:53:30","62","0","1166.12","1","ACTIVE",
"69","2017-10-23","10:54:00","33","0","1191.65","1","ACTIVE",
"70","2017-10-23","10:54:30","56","0","1002.06","1","ACTIVE",
"71","2017-10-23","10:55:00","284","0","1166.12","1","ACTIVE",
"72","2017-10-23","10:55:30","217","0","1191.65","1","ACTIVE",
"73","2017-10-23","10:56:00","0","0","1191.65","1","ACTIVE",
"74","2017-10-23","10:56:30","119","0","1116.68","1","ACTIVE",
"75","2017-10-23","10:57:00","0","0","1545.38","1","ACTIVE",
"76","2017-10-23","10:57:30","33","0","959.57","1","ACTIVE",
"77","2017-10-23","10:58:00","158","0","842.63","1","ACTIVE",
"78","2017-10-23","10:58:30","62","0","1299.51","1","ACTIVE",
"79","2017-10-23","10:59:00","0","0","1512.27","1","ACTIVE",
"80","2017-10-23","10:59:30","50","0","1217.75","1","ACTIVE",
"81","2017-10-23","11:00:00","12","0","1002.06","1","ACTIVE",
"82","2017-10-23","11:00:30","39","0","1046.42","1","ACTIVE",
"83","2017-10-23","11:01:00","0","0","1002.06","0","ACTIVE",
"84","2017-10-23","11:01:30","14","0","959.57","1","ACTIVE",
"85","2017-10-23","11:02:00","47","0","1327.96","1","ACTIVE",
"86","2017-10-23","11:02:30","0","0","899.20","1","ACTIVE",
"87","2017-10-23","11:03:00","133","0","1092.75","1","ACTIVE",
"88","2017-10-23","11:03:30","195","0","48.29","1","ACTIVE",
"89","2017-10-23","11:04:00","195","0","65.40","1","ACTIVE",
"90","2017-10-23","11:04:30","275","0","36.44","1","ACTIVE",
"91","2017-10-23","11:05:00","151","0","32.00","1","ACTIVE",
"92","2017-10-23","11:05:30","158","0","50.43","1","ACTIVE",
"93","2017-10-23","11:06:00","240","0","50.43","1","ACTIVE",
"94","2017-10-23","11:06:30","201","0","130.80","1","ACTIVE",
"95","2017-10-23","11:07:00","94","0","117.38","1","ACTIVE",
"96","2017-10-23","11:07:30","142","0","35.66","1","ACTIVE",
"97","2017-10-23","11:08:00","248","0","1092.75","1","ACTIVE",
"98","2017-10-23","11:08:30","336","0","1069.34","1","ACTIVE",
"99","2017-10-23","11:09:00","91","0","4096.00","1","ACTIVE",
"100","2017-10-23","11:09:30","8","0","1046.42","1","ACTIVE",
"101","2017-10-23","11:10:00","137","0","939.01","1","ACTIVE",
"102","2017-10-23","11:10:30","31","0","130.80","1","ACTIVE",
"103","2017-10-23","11:11:00","36","0","2773.52","1","ACTIVE",
"104","2017-10-23","11:11:30","0","0","2383.31","1","ACTIVE",
"105","2017-10-23","11:12:00","56","0","1759.87","1","ACTIVE",
"106","2017-10-23","11:12:30","59","0","2834.25","1","ACTIVE",
"107","2017-10-23","11:13:00","0","0","1649.14","1","ACTIVE",
"108","2017-10-23","11:13:30","0","0","1722.16","1","ACTIVE",
"109","2017-10-23","11:14:00","27","0","1271.66","1","ACTIVE",
"110","2017-10-23","11:14:30","450","0","1448.16","1","ACTIVE",
"111","2017-10-23","11:15:00","78","0","1613.80","1","ACTIVE",
"112","2017-10-23","11:15:30","36","0","2092.85","1","ACTIVE",
"113","2017-10-23","11:16:00","17","0","2004.12","1","ACTIVE",
"114","2017-10-23","11:16:30","0","0","1759.87","0","ACTIVE",
"115","2017-10-23","11:17:00","0","0","1759.87","0","ACTIVE",
"116","2017-10-23","11:17:30","0","0","1759.87","0","ACTIVE",
"117","2017-10-23","11:18:00","0","0","1759.87","0","ACTIVE",
"118","2017-10-23","11:18:30","14","0","1919.15","0","ACTIVE",
"119","2017-10-23","11:19:00","6","0","2048.00","0","ACTIVE",
"120","2017-10-23","11:19:30","8","0","1919.15","0","ACTIVE",
"121","2017-10-23","11:20:00","31","0","3838.30","1","ACTIVE",
"122","2017-10-23","11:20:30","0","0","4185.69","0","ACTIVE",
"123","2017-10-23","11:21:00","2","0","3596.80","0","ACTIVE",
"124","2017-10-23","11:21:30","0","0","3444.31","0","ACTIVE",
"125","2017-10-23","11:22:00","0","0","3596.80","0","ACTIVE",
"126","2017-10-23","11:22:30","0","0","3596.80","0","ACTIVE",
"127","2017-10-23","11:23:00","0","0","3675.56","0","ACTIVE",
"128","2017-10-23","11:23:30","66","0","2138.67","1","ACTIVE",
"129","2017-10-23","11:24:00","17","0","879.93","1","ACTIVE",
"130","2017-10-23","11:24:30","39","0","678.52","1","ACTIVE",
"131","2017-10-23","11:25:00","66","0","1613.80","1","ACTIVE",
"132","2017-10-23","11:25:30","9","0","1545.38","1","ACTIVE",
"133","2017-10-23","11:26:00","3","0","1613.80","0","ACTIVE",
"134","2017-10-23","11:26:30","48","0","2599.02","1","ACTIVE",
"135","2017-10-23","11:27:00","14","0","3090.77","1","ACTIVE",
"136","2017-10-23","11:27:30","33","0","2488.83","1","ACTIVE",
"137","2017-10-23","11:28:00","25","0","1759.87","1","ACTIVE",
"138","2017-10-23","11:28:30","11","0","2332.24","1","ACTIVE",
"139","2017-10-23","11:29:00","42","0","1217.75","1","ACTIVE",
"140","2017-10-23","11:29:30","33","0","1545.38","1","ACTIVE",
"141","2017-10-23","11:30:00","27","0","2488.83","1","ACTIVE",
"142","2017-10-23","11:30:30","56","0","2488.83","1","ACTIVE",
"143","2017-10-23","11:31:00","2","0","3675.56","1","ACTIVE",
"144","2017-10-23","11:31:30","5","0","3444.31","1","ACTIVE",
"145","2017-10-23","11:32:00","44","0","469.51","1","ACTIVE",
"146","2017-10-23","11:32:30","176","0","2543.33","1","ACTIVE",
"147","2017-10-23","11:33:00","183","0","2004.12","1","ACTIVE",
"148","2017-10-23","11:33:30","66","0","2599.02","1","ACTIVE",
"149","2017-10-23","11:34:00","31","0","1919.15","1","ACTIVE",
"150","2017-10-23","11:34:30","59","0","2138.67","1","ACTIVE",
"151","2017-10-23","11:35:00","100","0","2435.50","1","ACTIVE",
"152","2017-10-23","11:35:30","158","0","1685.25","1","ACTIVE",
"153","2017-10-23","11:36:00","42","0","2435.50","1","ACTIVE",
"154","2017-10-23","11:36:30","5","0","2655.93","1","ACTIVE",
"155","2017-10-23","11:37:00","31","0","1878.02","1","ACTIVE",
"156","2017-10-23","11:37:30","31","0","1417.12","1","ACTIVE",
"157","2017-10-23","11:38:00","66","0","2004.12","1","ACTIVE",
"158","2017-10-23","11:38:30","72","0","1878.02","1","ACTIVE",
"159","2017-10-23","11:39:00","44","0","2655.93","1","ACTIVE",
"160","2017-10-23","11:39:30","0","0","2655.93","0","ACTIVE",
"161","2017-10-23","11:40:00","0","0","2714.09","0","ACTIVE",
"162","2017-10-23","11:40:30","0","0","2773.52","0","ACTIVE",
"163","2017-10-23","11:41:00","0","0","2655.93","1","ACTIVE",
"164","2017-10-23","11:41:30","5","0","2435.50","1","ACTIVE",
"165","2017-10-23","11:42:00","225","0","2773.52","1","ACTIVE",
"166","2017-10-23","11:42:30","28","0","1722.16","1","ACTIVE",
"167","2017-10-23","11:43:00","6","0","1961.17","1","ACTIVE",
"168","2017-10-23","11:43:30","0","0","2138.67","0","ACTIVE",
"169","2017-10-23","11:44:00","0","0","2048.00","0","ACTIVE",
"170","2017-10-23","11:44:30","59","0","1837.78","1","ACTIVE",
"171","2017-10-23","11:45:00","42","0","1685.25","1","ACTIVE",
"172","2017-10-23","11:45:30","25","0","1722.16","1","ACTIVE",
"173","2017-10-23","11:46:00","56","0","1191.65","1","ACTIVE",
"174","2017-10-23","11:46:30","34","0","1545.38","1","ACTIVE",
"175","2017-10-23","11:47:00","81","0","1046.42","1","ACTIVE",
"176","2017-10-23","11:47:30","0","0","756.14","0","ACTIVE",
"177","2017-10-23","11:48:00","0","0","724.08","0","ACTIVE",
"178","2017-10-23","11:48:30","0","0","739.93","0","ACTIVE",
"179","2017-10-23","11:49:00","33","0","861.08","1","ACTIVE",
"180","2017-10-23","11:49:30","8","0","1271.66","0","ACTIVE",
"181","2017-10-23","11:50:00","36","0","1116.68","1","ACTIVE",
"182","2017-10-23","11:50:30","0","0","1191.65","0","ACTIVE",
"183","2017-10-23","11:51:00","0","0","1191.65","0","ACTIVE",
"184","2017-10-23","11:51:30","87","0","1092.75","1","ACTIVE",
"185","2017-10-23","11:52:00","31","0","1649.14","1","ACTIVE",
"186","2017-10-23","11:52:30","0","0","2004.12","0","ACTIVE",
"187","2017-10-23","11:53:00","0","0","2004.12","0","ACTIVE",
"188","2017-10-23","11:53:30","44","0","1961.17","1","ACTIVE",
"189","2017-10-23","11:54:00","2","0","2655.93","1","ACTIVE",
"190","2017-10-23","11:54:30","0","0","2655.93","1","ACTIVE",
"191","2017-10-23","11:55:00","176","0","1961.17","1","ACTIVE",
"192","2017-10-23","11:55:30","201","0","430.54","1","ACTIVE",
"193","2017-10-23","11:56:00","69","0","439.97","1","ACTIVE",
"194","2017-10-23","11:56:30","109","0","1878.02","1","ACTIVE",
"195","2017-10-23","11:57:00","20","0","2714.09","1","ACTIVE",
"196","2017-10-23","11:57:30","0","0","2655.93","1","ACTIVE",
"197","2017-10-23","11:58:00","0","0","2488.83","0","ACTIVE",
"198","2017-10-23","11:58:30","5","0","2599.02","1","ACTIVE",
"199","2017-10-23","11:59:00","114","0","3519.73","1","ACTIVE",
"200","2017-10-23","11:59:30","81","0","1759.87","1","ACTIVE",
"201","2017-10-23","12:00:00","0","0","3370.51","1","ACTIVE",
"202","2017-10-23","12:00:30","0","0","3370.51","0","ACTIVE",
"203","2017-10-23","12:01:00","0","0","3675.56","0","ACTIVE",
"204","2017-10-23","12:01:30","59","0","2834.25","1","ACTIVE",
"205","2017-10-23","12:02:00","37","0","2959.73","1","ACTIVE",
"206","2017-10-23","12:02:30","100","0","622.21","1","ACTIVE",
"207","2017-10-23","12:03:00","114","0","558.34","1","ACTIVE",
"208","2017-10-23","12:03:30","81","0","649.75","1","ACTIVE",
"209","2017-10-23","12:04:00","47","0","386.35","1","ACTIVE",
"210","2017-10-23","12:04:30","105","0","224.80","1","ACTIVE",
"211","2017-10-23","12:05:00","53","0","256.00","1","ACTIVE",
"212","2017-10-23","12:05:30","14","0","279.17","1","ACTIVE",
"213","2017-10-23","12:06:00","6","0","339.26","1","ACTIVE",
"214","2017-10-23","12:06:30","19","0","331.99","1","ACTIVE",
"215","2017-10-23","12:07:00","37","0","245.15","1","ACTIVE",
"216","2017-10-23","12:07:30","2","0","162.44","0","ACTIVE",
"217","2017-10-23","12:08:00","62","0","245.15","1","ACTIVE",
"218","2017-10-23","12:08:30","22","0","311.10","1","ACTIVE",
"219","2017-10-23","12:09:00","20","0","250.51","1","ACTIVE",
"220","2017-10-23","12:09:30","66","0","362.04","1","ACTIVE",
"221","2017-10-23","12:10:00","12","0","362.04","1","ACTIVE",
"222","2017-10-23","12:10:30","42","0","155.55","1","ACTIVE",
"223","2017-10-23","12:11:00","81","0","119.95","1","ACTIVE",
"224","2017-10-23","12:11:30","36","0","112.40","1","ACTIVE",
"225","2017-10-23","12:12:00","9","0","9.51","1","ACTIVE",
"226","2017-10-23","12:12:30","84","0","7351.13","1","ACTIVE",
"227","2017-10-23","12:13:00","39","0","219.98","1","ACTIVE",
"228","2017-10-23","12:13:30","20","0","546.38","1","ACTIVE",
"229","2017-10-23","12:14:00","69","0","459.45","1","ACTIVE",
"230","2017-10-23","12:14:30","34","0","1837.78","1","ACTIVE",
"231","2017-10-23","12:15:00","0","0","2004.12","0","ACTIVE",
"232","2017-10-23","12:15:30","0","0","1579.22","0","ACTIVE",
"233","2017-10-23","12:16:00","0","0","1579.22","0","ACTIVE",
"234","2017-10-23","12:16:30","0","0","1448.16","0","ACTIVE",
"235","2017-10-23","12:17:00","0","0","1722.16","0","ACTIVE",
"236","2017-10-23","12:17:30","0","0","1722.16","0","ACTIVE",
"237","2017-10-23","12:18:00","100","0","1357.04","1","ACTIVE",
"238","2017-10-23","12:18:30","53","0","2896.31","1","ACTIVE",
"239","2017-10-23","12:19:00","3","0","3024.54","1","ACTIVE",
"240","2017-10-23","12:19:30","20","0","2655.93","1","ACTIVE",
"241","2017-10-23","12:20:00","39","0","2233.36","1","ACTIVE",
"242","2017-10-23","12:20:30","100","0","229.72","1","ACTIVE",
"243","2017-10-23","12:21:00","44","0","193.17","1","ACTIVE",
"244","2017-10-23","12:21:30","128","0","317.92","1","ACTIVE",
"245","2017-10-23","12:22:00","109","0","193.17","1","ACTIVE",
"246","2017-10-23","12:22:30","36","0","304.44","1","ACTIVE",
"247","2017-10-23","12:23:00","8","0","72.88","1","ACTIVE",
"248","2017-10-23","12:23:30","123","0","324.88","1","ACTIVE",
"249","2017-10-23","12:24:00","78","0","1046.42","1","ACTIVE",
"250","2017-10-23","12:24:30","53","0","2714.09","1","ACTIVE",
"251","2017-10-23","12:25:00","114","0","449.60","1","ACTIVE",
"252","2017-10-23","12:25:30","66","0","369.97","1","ACTIVE",
"253","2017-10-23","12:26:00","147","0","449.60","1","ACTIVE",
"254","2017-10-23","12:26:30","5","0","148.96","1","ACTIVE",
"255","2017-10-23","12:27:00","2","0","142.64","1","ACTIVE",
"256","2017-10-23","12:27:30","33","0","490.29","1","ACTIVE",
"257","2017-10-23","12:28:00","14","0","534.67","1","ACTIVE",
"258","2017-10-23","12:28:30","28","0","1069.34","1","ACTIVE",
"259","2017-10-23","12:29:00","147","0","3444.31","1","ACTIVE",
"260","2017-10-23","12:29:30","53","0","512.00","1","ACTIVE",
"261","2017-10-23","12:30:00","27","0","1649.14","1","ACTIVE",
"262","2017-10-23","12:30:30","59","0","1837.78","1","ACTIVE",
"263","2017-10-23","12:31:00","105","0","959.57","1","ACTIVE",
"264","2017-10-23","12:31:30","158","0","739.93","1","ACTIVE",
"265","2017-10-23","12:32:00","105","0","4766.62","1","ACTIVE",
"266","2017-10-23","12:32:30","56","0","842.63","1","ACTIVE",
"267","2017-10-23","12:33:00","59","0","678.52","1","ACTIVE",
"268","2017-10-23","12:33:30","33","0","546.38","1","ACTIVE",
"269","2017-10-23","12:34:00","27","0","756.14","1","ACTIVE",
"270","2017-10-23","12:34:30","78","0","649.75","1","ACTIVE",
"271","2017-10-23","12:35:00","53","0","739.93","1","ACTIVE",
"272","2017-10-23","12:35:30","87","0","693.38","1","ACTIVE",
"273","2017-10-23","12:36:00","109","0","899.20","1","ACTIVE",
"274","2017-10-23","12:36:30","41","0","394.81","1","ACTIVE",
"275","2017-10-23","12:37:00","37","0","369.97","1","ACTIVE",
"276","2017-10-23","12:37:30","11","0","346.69","1","ACTIVE",
"277","2017-10-23","12:38:00","2","0","369.97","1","ACTIVE",
"278","2017-10-23","12:38:30","109","0","261.61","1","ACTIVE",
"279","2017-10-23","12:39:00","27","0","152.22","1","ACTIVE",
"280","2017-10-23","12:39:30","8","0","148.96","1","ACTIVE",
"281","2017-10-23","12:40:00","37","0","155.55","1","ACTIVE",
"282","2017-10-23","12:40:30","123","0","177.14","1","ACTIVE",
"283","2017-10-23","12:41:00","36","0","117.38","1","ACTIVE",
"284","2017-10-23","12:41:30","209","0","339.26","1","ACTIVE",
"285","2017-10-23","12:42:00","119","0","279.17","1","ACTIVE",
"286","2017-10-23","12:42:30","30","0","256.00","1","ACTIVE",
"287","2017-10-23","12:43:00","123","0","362.04","1","ACTIVE",
"288","2017-10-23","12:43:30","5","0","311.10","1","ACTIVE",
"289","2017-10-23","12:44:00","2","0","311.10","1","ACTIVE",
"290","2017-10-23","12:44:30","6","0","317.92","1","ACTIVE",
"291","2017-10-23","12:45:00","84","0","311.10","1","ACTIVE",
"292","2017-10-23","12:45:30","69","0","291.53","1","ACTIVE",
"293","2017-10-23","12:46:00","72","0","311.10","1","ACTIVE",
"294","2017-10-23","12:46:30","69","0","386.35","1","ACTIVE",
"295","2017-10-23","12:47:00","33","0","346.69","1","ACTIVE",
"296","2017-10-23","12:47:30","105","0","354.28","1","ACTIVE",
"297","2017-10-23","12:48:00","59","0","386.35","1","ACTIVE",
"298","2017-10-23","12:48:30","42","0","421.31","1","ACTIVE",
"299","2017-10-23","12:49:00","12","0","439.97","1","ACTIVE",
"300","2017-10-23","12:49:30","119","0","256.00","1","ACTIVE",
"301","2017-10-23","12:50:00","41","0","285.28","1","ACTIVE",
"302","2017-10-23","12:50:30","0","0","169.63","1","ACTIVE",
"303","2017-10-23","12:51:00","59","0","250.51","1","ACTIVE",
"304","2017-10-23","12:51:30","45","0","125.26","1","ACTIVE",
"305","2017-10-23","12:52:00","20","0","103.07","1","ACTIVE",
"306","2017-10-23","12:52:30","0","0","239.89","0","ACTIVE",
"307","2017-10-23","12:53:00","2","0","229.72","0","ACTIVE",
"308","2017-10-23","12:53:30","2","0","229.72","0","ACTIVE",
"309","2017-10-23","12:54:00","0","0","229.72","0","ACTIVE",
"310","2017-10-23","12:54:30","2","0","224.80","0","ACTIVE",
"311","2017-10-23","12:55:00","0","0","224.80","1","ACTIVE",
"312","2017-10-23","12:55:30","123","0","261.61","1","ACTIVE",
"313","2017-10-23","12:56:00","78","0","145.76","1","ACTIVE",
"314","2017-10-23","12:56:30","119","0","362.04","1","ACTIVE",
"315","2017-10-23","12:57:00","133","0","331.99","1","ACTIVE",
"316","2017-10-23","12:57:30","325","0","245.15","1","ACTIVE",
"317","2017-10-23","12:58:00","284","0","285.28","1","ACTIVE",
"318","2017-10-23","12:58:30","176","0","285.28","1","ACTIVE",
"319","2017-10-23","12:59:00","114","0","107.63","1","ACTIVE",
"320","2017-10-23","12:59:30","105","0","229.72","1","ACTIVE",
"321","2017-10-23","13:00:00","347","0","201.73","1","ACTIVE",
"322","2017-10-23","13:00:30","137","0","362.04","1","ACTIVE",
"323","2017-10-23","13:01:00","62","0","201.73","1","ACTIVE",
"324","2017-10-23","13:01:30","347","0","1046.42","1","ACTIVE",
"325","2017-10-23","13:02:00","176","0","1299.51","1","ACTIVE",
"326","2017-10-23","13:02:30","176","0","739.93","1","ACTIVE",
"327","2017-10-23","13:03:00","481","0","772.69","1","ACTIVE",
"328","2017-10-23","13:03:30","217","0","1069.34","1","ACTIVE",
"329","2017-10-23","13:04:00","59","0","1299.51","1","ACTIVE",
"330","2017-10-23","13:04:30","62","0","1217.75","1","ACTIVE",
"331","2017-10-23","13:05:00","27","0","1649.14","1","ACTIVE",
"332","2017-10-23","13:05:30","72","0","1116.68","1","ACTIVE",
"333","2017-10-23","13:06:00","50","0","1116.68","1","ACTIVE",
"334","2017-10-23","13:06:30","0","0","899.20","0","ACTIVE",
"335","2017-10-23","13:07:00","47","0","806.90","1","ACTIVE",
"336","2017-10-23","13:07:30","0","0","622.21","0","ACTIVE",
"337","2017-10-23","13:08:00","0","0","622.21","0","ACTIVE",
"338","2017-10-23","13:08:30","62","0","1417.12","1","ACTIVE",
"339","2017-10-23","13:09:00","14","0","756.14","1","ACTIVE",
"340","2017-10-23","13:09:30","33","0","861.08","1","ACTIVE",
"341","2017-10-23","13:10:00","0","0","824.57","0","ACTIVE",
"342","2017-10-23","13:10:30","11","0","2714.09","1","ACTIVE",
"343","2017-10-23","13:11:00","56","0","5792.62","1","ACTIVE",
"344","2017-10-23","13:11:30","87","0","1759.87","1","ACTIVE",
"345","2017-10-23","13:12:00","66","0","7193.61","1","ACTIVE",
"346","2017-10-23","13:12:30","50","0","2488.83","1","ACTIVE",
"347","2017-10-23","13:13:00","23","0","2004.12","1","ACTIVE",
"348","2017-10-23","13:13:30","34","0","739.93","1","ACTIVE",
"349","2017-10-23","13:14:00","0","0","2383.31","0","ACTIVE",
"350","2017-10-23","13:14:30","36","0","4564.53","1","ACTIVE",
"351","2017-10-23","13:15:00","11","0","11585.24","1","ACTIVE",
"352","2017-10-23","13:15:30","37","0","7193.61","1","ACTIVE",
"353","2017-10-23","13:16:00","62","0","1722.16","1","ACTIVE",
"354","2017-10-23","13:16:30","66","0","2834.25","1","ACTIVE",
"355","2017-10-23","13:17:00","69","0","1024.00","1","ACTIVE",
"356","2017-10-23","13:17:30","47","0","980.59","1","ACTIVE",
"357","2017-10-23","13:18:00","133","0","2092.85","1","ACTIVE",
"358","2017-10-23","13:18:30","20","0","56.20","1","ACTIVE",
"359","2017-10-23","13:19:00","31","0","130.80","1","ACTIVE",
"360","2017-10-23","13:19:30","8","0","608.87","1","ACTIVE",
"361","2017-10-23","13:20:00","5","0","678.52","0","ACTIVE",
"362","2017-10-23","13:20:30","44","0","1217.75","1","ACTIVE",
"363","2017-10-23","13:21:00","3","0","708.56","1","ACTIVE",
"364","2017-10-23","13:21:30","36","0","8371.38","1","ACTIVE",
"365","2017-10-23","13:22:00","119","0","1722.16","1","ACTIVE",
"366","2017-10-23","13:22:30","109","0","558.34","1","ACTIVE",
"367","2017-10-23","13:23:00","62","0","1798.40","1","ACTIVE",
"368","2017-10-23","13:23:30","78","0","1837.78","1","ACTIVE",
"369","2017-10-23","13:24:00","62","0","558.34","1","ACTIVE",
"370","2017-10-23","13:24:30","75","0","439.97","1","ACTIVE",
"371","2017-10-23","13:25:00","109","0","394.81","1","ACTIVE",
"372","2017-10-23","13:25:30","72","0","756.14","1","ACTIVE",
"373","2017-10-23","13:26:00","59","0","824.57","1","ACTIVE",
"374","2017-10-23","13:26:30","72","0","595.83","1","ACTIVE",
"375","2017-10-23","13:27:00","128","0","3519.73","1","ACTIVE",
"376","2017-10-23","13:27:30","50","0","3227.61","1","ACTIVE",
"377","2017-10-23","13:28:00","114","0","739.93","1","ACTIVE",
"378","2017-10-23","13:28:30","69","0","6455.22","1","ACTIVE",
"379","2017-10-23","13:29:00","91","0","6181.54","1","ACTIVE",
"380","2017-10-23","13:29:30","75","0","9129.06","1","ACTIVE",
"381","2017-10-23","13:30:00","209","0","1722.16","1","ACTIVE",
"382","2017-10-23","13:30:30","91","0","3298.28","1","ACTIVE",
